"puid","acl_bits","active_seq","archive_date","archive_info","backup_date","creation_date","date_released","ead_paragraph","elemId","gov_classification","ip_classification","island_id","last_mod_date","last_mod_user","license_list","lsd","object_application","object_desc","object_name","object_properties","object_type","owning_group","owning_organization","owning_project","owning_user","parent_item","parent_uid","pid","process_stage_list","project_list","release_status_list","revision_limit","revision_number","timestamp","view_type","wso_thread"
"wYPAAAg6JGMtdC","0","1","","","","2022-11-14T16:16:35Z","","","id35","","","10","2022-11-14T16:16:35Z","#id3","","2022-11-14T16:16:35Z","Teamcenter","","000016-View","0","BOMView","#id4","","","#id3","QBCAAAQqJGMtdC","QBCAAAQqJGMtdC","738","","","","1","0","wcBAAAg6JGMtdC","#id5",""
