"puid","alternate_etc_ref","child_bv","child_item","effectivities","elemId","island_id","lsd","notes_ref","object_properties","occ_flags","occ_thread","occ_type","occurrence_type","order_no","parent_bvr","parent_uid","pid","pred_list","qty_value","seq_no","timestamp","uom_tag","used_options","variant_condition","xform"
"QRJAAAg6JGMtdC","","","QFOAAAg6JGMtdC","","id37","10","2022-11-14T16:17:58Z","","0","0","QRLAAAg6JGMtdC","","0","10","wcFAAAg6JGMtdC","QBCAAAQqJGMtdC","1002","","-1","10","QVEAAAg6JGMtdC","","","",""
