"puid","acl_bits","active_seq","archive_date","archive_info","backup_date","bom_view","creation_date","date_released","ead_paragraph","elemId","gov_classification","ip_classification","is_precise","island_id","last_mod_date","last_mod_user","license_list","lsd","object_application","object_desc","object_name","object_properties","object_type","owning_group","owning_organization","owning_project","owning_user","parent_uid","pid","process_stage_list","project_list","release_status_list","revision_limit","revision_number","struct_last_mod_date","timestamp","wso_thread"
"wcFAAAg6JGMtdC","0","1","","","","wYPAAAg6JGMtdC","2022-11-14T16:16:35Z","","","id43","","","0","10","2022-11-14T16:17:58Z","#id3","","2022-11-14T16:17:58Z","Teamcenter","","000016/A-View","0","BOMView Revision","#id4","","","#id3","QBCAAAQqJGMtdC","739","","","","1","0","2022-11-14T16:17:58Z","QVCAAAg6JGMtdC",""
